id,CVE,CVSS
1700,CVE-2021-24443,5.4
1701,CVE-2021-24444,4.8
1702,CVE-2021-24448,4.8
1703,CVE-2021-24450,4.8
1704,CVE-2021-24455,5.4
1705,CVE-2021-24460,8.8
1706,CVE-2021-24462,8.8
1707,CVE-2021-24486,5.4
1708,CVE-2021-24503,5.4
1709,CVE-2021-24504,6.1
1710,CVE-2021-24521,7.2
1711,CVE-2021-24522,6.1
1712,CVE-2021-24524,4.8
1713,CVE-2021-24525,5.4
1714,CVE-2021-24526,5.4
1715,CVE-2021-24527,9.8
1716,CVE-2021-24529,5.4
1717,CVE-2021-24531,5.4
1718,CVE-2021-24546,8.8
1719,CVE-2021-24554,7.2
1720,CVE-2021-24562,7.5
1721,CVE-2021-24575,8.8
1722,CVE-2021-24594,4.8
1723,CVE-2021-24599,6.1
1724,CVE-2021-24608,4.8
1725,CVE-2021-24647,8.1
1726,CVE-2021-24652,6.5
1727,CVE-2021-24659,5.4
1728,CVE-2021-24660,5.4
1729,CVE-2021-24661,4.3
1730,CVE-2021-24664,4.8
1731,CVE-2021-24667,5.4
1732,CVE-2021-24669,8.8
1733,CVE-2021-24706,4.8
1734,CVE-2021-24728,8.8
1735,CVE-2021-24731,9.8
1736,CVE-2021-24732,5.4
1737,CVE-2021-24737,4.8
1738,CVE-2021-24766,6.5
1739,CVE-2021-24835,8.8
1740,CVE-2021-24847,8.8
1741,CVE-2021-24945,8.0
1742,CVE-2021-25023,7.2
1743,CVE-2021-25036,8.8
1744,CVE-2021-25037,6.5
1745,CVE-2021-25633,7.5
1746,CVE-2021-25634,7.5
1747,CVE-2021-25923,8.1
1748,CVE-2021-25925,5.4
1749,CVE-2021-25969,6.1
1750,CVE-2021-25981,9.8
1751,CVE-2021-25993,5.4
1752,CVE-2021-26291,9.1
1753,CVE-2021-26334,9.9
1754,CVE-2021-26339,5.5
1755,CVE-2021-26360,7.8
1756,CVE-2021-26558,7.5
1757,CVE-2021-26617,9.8
1758,CVE-2021-26620,7.5
1759,CVE-2021-26630,9.8
1760,CVE-2021-26678,6.1
1761,CVE-2021-26682,6.1
1762,CVE-2021-26825,7.8
1763,CVE-2021-26918,9.8
1764,CVE-2021-26967,6.1
1765,CVE-2021-26968,4.8
1766,CVE-2021-27030,7.8
1767,CVE-2021-27098,8.1
1768,CVE-2021-27208,6.8
1769,CVE-2021-27408,7.5
1770,CVE-2021-27410,9.8
1771,CVE-2021-27436,6.1
1772,CVE-2021-27467,6.1
1773,CVE-2021-27479,5.4
1774,CVE-2021-27768,5.9
1775,CVE-2021-27908,4.4
1776,CVE-2021-27913,3.5
1777,CVE-2021-27930,5.4
1778,CVE-2021-28052,4.9
1779,CVE-2021-28171,9.8
1780,CVE-2021-28175,4.9
1781,CVE-2021-28176,4.9
1782,CVE-2021-28177,4.9
1783,CVE-2021-28178,4.9
1784,CVE-2021-28179,4.9
1785,CVE-2021-28180,4.9
1786,CVE-2021-28181,4.9
1787,CVE-2021-28182,4.9
1788,CVE-2021-28183,4.9
1789,CVE-2021-28184,4.9
1790,CVE-2021-28185,4.9
1791,CVE-2021-28186,4.9
1792,CVE-2021-28187,4.9
1793,CVE-2021-28189,4.9
1794,CVE-2021-28190,4.9
1795,CVE-2021-28191,4.9
1796,CVE-2021-28192,4.9
1797,CVE-2021-28193,4.9
1798,CVE-2021-28194,4.9
1799,CVE-2021-28195,4.9
1800,CVE-2021-28196,4.9
1801,CVE-2021-28197,4.9
1802,CVE-2021-28198,4.9
1803,CVE-2021-28200,4.9
1804,CVE-2021-28201,4.9
1805,CVE-2021-28202,4.9
1806,CVE-2021-28203,7.2
1807,CVE-2021-28205,4.9
1808,CVE-2021-28206,4.9
1809,CVE-2021-28207,4.9
1810,CVE-2021-28208,4.9
1811,CVE-2021-28209,4.9
1812,CVE-2021-28428,9.8
1813,CVE-2021-28500,7.8
1814,CVE-2021-28501,7.8
1815,CVE-2021-28543,7.5
1816,CVE-2021-28544,4.3
1817,CVE-2021-28625,6.1
1818,CVE-2021-28628,6.1
1819,CVE-2021-28660,8.8
1820,CVE-2021-28687,5.5
1821,CVE-2021-28694,6.8
1822,CVE-2021-28695,6.8
1823,CVE-2021-28696,6.8
1824,CVE-2021-28704,8.8
1825,CVE-2021-28705,7.8
1826,CVE-2021-28707,8.8
1827,CVE-2021-28708,8.8
1828,CVE-2021-28709,7.8
1829,CVE-2021-28711,6.5
1830,CVE-2021-28712,6.5
1831,CVE-2021-28713,6.5
1832,CVE-2021-28714,6.5
1833,CVE-2021-28715,6.5
1834,CVE-2021-28800,9.8
1835,CVE-2021-28806,5.4
1836,CVE-2021-28901,5.4
1837,CVE-2021-29296,7.5
1838,CVE-2021-29468,8.8
1839,CVE-2021-29483,7.5
1840,CVE-2021-29951,6.5
1841,CVE-2021-29954,9.8
1842,CVE-2021-29979,6.1
1843,CVE-2021-30167,9.8
1844,CVE-2021-30168,9.8
1845,CVE-2021-30169,7.5
1846,CVE-2021-3033,9.8
1847,CVE-2021-3038,5.5
1848,CVE-2021-3043,4.8
1849,CVE-2021-3044,9.8
1850,CVE-2021-30468,7.5
1851,CVE-2021-3049,4.3
1852,CVE-2021-3057,8.1
1853,CVE-2021-30638,7.5
1854,CVE-2021-30803,3.3
1855,CVE-2021-30908,3.3
1856,CVE-2021-3100,8.8
1857,CVE-2021-31384,10.0
1858,CVE-2021-3152,5.3
1859,CVE-2021-31573,9.8
1860,CVE-2021-31574,9.8
1861,CVE-2021-31575,9.8
1862,CVE-2021-31576,7.5
1863,CVE-2021-31577,9.8
1864,CVE-2021-31578,9.8
1865,CVE-2021-3178,6.5
1866,CVE-2021-31805,9.8
1867,CVE-2021-31818,4.3
1868,CVE-2021-32469,7.5
1869,CVE-2021-32484,7.5
1870,CVE-2021-32485,7.5
1871,CVE-2021-32486,7.5
1872,CVE-2021-32487,7.5
1873,CVE-2021-32503,4.9
1874,CVE-2021-32504,5.3
1875,CVE-2021-32520,9.8
1876,CVE-2021-32522,9.8
1877,CVE-2021-32525,7.2
1878,CVE-2021-32535,9.8
1879,CVE-2021-32537,6.5
1880,CVE-2021-32542,6.1
1881,CVE-2021-32652,4.3
1882,CVE-2021-32653,2.7
1883,CVE-2021-32672,4.3
1884,CVE-2021-32760,6.3
1885,CVE-2021-32778,7.5
1886,CVE-2021-32797,9.6
1887,CVE-2021-32930,9.8
1888,CVE-2021-33026,9.8
1889,CVE-2021-33073,5.5
1890,CVE-2021-33357,9.8
1891,CVE-2021-33358,8.8
1892,CVE-2021-33430,5.3
1893,CVE-2021-33645,7.5
1894,CVE-2021-33646,7.5
1895,CVE-2021-33849,5.4
1896,CVE-2021-33853,5.4
1897,CVE-2021-34420,7.4
1898,CVE-2021-35193,7.5
1899,CVE-2021-3552,7.5
1900,CVE-2021-3553,7.5
1901,CVE-2021-3554,10.0
1902,CVE-2021-35550,5.9
1903,CVE-2021-35556,5.3
1904,CVE-2021-35559,5.3
1905,CVE-2021-35561,5.3
1906,CVE-2021-35564,5.3
1907,CVE-2021-35565,5.3
1908,CVE-2021-35567,6.8
1909,CVE-2021-35578,5.3
1910,CVE-2021-35586,5.3
1911,CVE-2021-35588,3.1
1912,CVE-2021-35603,3.7
1913,CVE-2021-35964,9.8
1914,CVE-2021-35965,9.8
1915,CVE-2021-35968,4.3
1916,CVE-2021-36026,6.1
1917,CVE-2021-36027,6.1
1918,CVE-2021-36063,6.1
1919,CVE-2021-36298,9.8
1920,CVE-2021-3659,5.5
1921,CVE-2021-36741,8.8
1922,CVE-2021-36762,7.5
1923,CVE-2021-36774,6.5
1924,CVE-2021-36832,5.4
1925,CVE-2021-36845,4.8
1926,CVE-2021-36850,4.3
1927,CVE-2021-36886,8.8
1928,CVE-2021-36887,8.8
1929,CVE-2021-36889,4.8
1930,CVE-2021-37127,7.2
1931,CVE-2021-37152,5.4
1932,CVE-2021-37211,5.4
1933,CVE-2021-37213,4.3
1934,CVE-2021-37220,5.5
1935,CVE-2021-3752,7.1
1936,CVE-2021-3759,5.5
1937,CVE-2021-37690,6.6
1938,CVE-2021-37909,9.8
1939,CVE-2021-37939,2.7
1940,CVE-2021-38137,8.1
1941,CVE-2021-38138,5.4
1942,CVE-2021-38160,7.8
1943,CVE-2021-38305,7.8
1944,CVE-2021-38314,5.3
1945,CVE-2021-38352,6.1
1946,CVE-2021-38472,4.7
1947,CVE-2021-38480,8.8
1948,CVE-2021-38505,6.5
1949,CVE-2021-38507,6.5
1950,CVE-2021-38554,5.3
1951,CVE-2021-38557,8.8
1952,CVE-2021-39156,7.5
1953,CVE-2021-3956,5.3
1954,CVE-2021-39995,6.5
1955,CVE-2021-40066,5.3
1956,CVE-2021-40148,7.5
1957,CVE-2021-40153,8.1
1958,CVE-2021-40157,7.8
1959,CVE-2021-40341,5.5
1960,CVE-2021-40342,9.8
1961,CVE-2021-40420,8.8
1962,CVE-2021-40503,7.8
1963,CVE-2021-40510,7.5
1964,CVE-2021-40711,5.4
1965,CVE-2021-40839,7.5
1966,CVE-2021-41066,7.5
1967,CVE-2021-41089,6.3
1968,CVE-2021-41095,6.1
1969,CVE-2021-41115,6.5
1970,CVE-2021-41118,7.5
1971,CVE-2021-41135,6.5
1972,CVE-2021-41244,7.2
1973,CVE-2021-41264,9.8
1974,CVE-2021-41275,8.8
1975,CVE-2021-41277,7.5
1976,CVE-2021-4128,6.5
1977,CVE-2021-41289,7.1
1978,CVE-2021-41299,9.8
1979,CVE-2021-41300,9.8
1980,CVE-2021-41302,7.3
1981,CVE-2021-41496,5.5
1982,CVE-2021-41615,9.8
1983,CVE-2021-41788,7.5
1984,CVE-2021-41789,6.5
1985,CVE-2021-41802,5.4
1986,CVE-2021-42021,7.5
1987,CVE-2021-4213,7.5
1988,CVE-2021-4218,5.5
1989,CVE-2021-42333,8.8
1990,CVE-2021-42334,8.8
1991,CVE-2021-42335,5.4
1992,CVE-2021-42337,4.3
1993,CVE-2021-42338,9.8
1994,CVE-2021-42574,8.3
1995,CVE-2021-42669,9.8
1996,CVE-2021-42699,5.9
1997,CVE-2021-42701,6.3
1998,CVE-2021-42703,6.1
1999,CVE-2021-4276,8.8
2000,CVE-2021-42839,8.8
2001,CVE-2021-43116,8.8
2002,CVE-2021-43360,8.8
2003,CVE-2021-43442,8.1
2004,CVE-2021-43464,8.8
2005,CVE-2021-43664,8.1
2006,CVE-2021-43761,5.4
2007,CVE-2021-43764,5.4
2008,CVE-2021-43765,6.1
2009,CVE-2021-43970,8.8
2010,CVE-2021-43991,5.4
2011,CVE-2021-44138,7.5
2012,CVE-2021-44159,9.8
2013,CVE-2021-44161,8.8
2014,CVE-2021-44162,7.5
2015,CVE-2021-44164,9.8
2016,CVE-2021-44176,6.1
2017,CVE-2021-44177,6.1
2018,CVE-2021-44228,10.0
2019,CVE-2021-44554,5.3
2020,CVE-2021-45017,8.8
2021,CVE-2021-45099,8.8
2022,CVE-2021-45449,5.5
2023,CVE-2021-45454,7.5
2024,CVE-2021-45463,7.8
2025,CVE-2021-45608,9.8
2026,CVE-2021-45721,6.1
2027,CVE-2021-45918,7.5
2028,CVE-2021-46013,9.8
2029,CVE-2021-46102,7.5
2030,CVE-2021-46687,4.9
2031,CVE-2021-46790,7.8
2032,CVE-2021-46872,6.1
2033,CVE-2022-0015,7.8
2034,CVE-2022-0018,6.5
2035,CVE-2022-0019,5.5
2036,CVE-2022-0020,5.4
2037,CVE-2022-0025,6.7
2038,CVE-2022-0168,4.4
2039,CVE-2022-0233,5.4
2040,CVE-2022-0492,7.8
2041,CVE-2022-0500,7.8
2042,CVE-2022-0653,6.1
2043,CVE-2022-0851,5.5
2044,CVE-2022-0854,5.5
2045,CVE-2022-0995,7.8
2046,CVE-2022-0998,7.8
2047,CVE-2022-1011,7.8
2048,CVE-2022-1043,8.8
2049,CVE-2022-1048,7.0
2050,CVE-2022-1115,5.5
2051,CVE-2022-1116,7.8
2052,CVE-2022-1184,5.5
2053,CVE-2022-1204,5.5
2054,CVE-2022-1205,4.7
2055,CVE-2022-1234,6.1
2056,CVE-2022-1459,8.3
2057,CVE-2022-1462,6.3
2058,CVE-2022-1508,6.1
2059,CVE-2022-1516,5.5
2060,CVE-2022-1526,5.4
2061,CVE-2022-1656,5.4
2062,CVE-2022-1679,7.8
2063,CVE-2022-1740,4.6
2064,CVE-2022-1750,4.8
2065,CVE-2022-1761,6.5
2066,CVE-2022-1786,7.8
2067,CVE-2022-1837,7.2
2068,CVE-2022-1852,5.5
2069,CVE-2022-1882,7.8
2070,CVE-2022-1976,7.8
2071,CVE-2022-1984,7.8
2072,CVE-2022-20012,7.8
2073,CVE-2022-20013,6.4
2074,CVE-2022-20014,6.7
2075,CVE-2022-20015,4.4
2076,CVE-2022-20016,6.7
2077,CVE-2022-20017,5.5
2078,CVE-2022-20018,4.4
2079,CVE-2022-20019,5.5
2080,CVE-2022-20020,5.5
2081,CVE-2022-20021,6.5
2082,CVE-2022-20022,6.5
2083,CVE-2022-20023,6.5
2084,CVE-2022-20024,7.8
2085,CVE-2022-20025,7.8
2086,CVE-2022-20026,7.8
2087,CVE-2022-20027,7.8
2088,CVE-2022-20028,7.8
2089,CVE-2022-20029,4.4
2090,CVE-2022-20030,6.7
2091,CVE-2022-20031,7.8
2092,CVE-2022-20032,4.1
2093,CVE-2022-20033,4.4
2094,CVE-2022-20034,6.8
2095,CVE-2022-20035,4.4
2096,CVE-2022-20036,5.5
2097,CVE-2022-20037,5.5
2098,CVE-2022-20038,6.7
2099,CVE-2022-20039,6.7
2100,CVE-2022-20040,7.8
2101,CVE-2022-20041,7.8
2102,CVE-2022-20042,5.5
2103,CVE-2022-20043,7.8
2104,CVE-2022-20044,7.8
2105,CVE-2022-20045,7.8
2106,CVE-2022-20046,5.5
2107,CVE-2022-20047,7.8
2108,CVE-2022-20048,7.8
2109,CVE-2022-20049,6.7
2110,CVE-2022-20050,6.7
2111,CVE-2022-20051,5.5
2112,CVE-2022-20052,6.5
2113,CVE-2022-20053,7.8
2114,CVE-2022-20054,7.8
2115,CVE-2022-20055,6.8
2116,CVE-2022-20056,6.6
2117,CVE-2022-20057,6.5
2118,CVE-2022-20058,6.6
2119,CVE-2022-20059,6.6
2120,CVE-2022-20060,6.6
2121,CVE-2022-20062,6.7
2122,CVE-2022-20063,6.5
2123,CVE-2022-20064,6.7
2124,CVE-2022-20065,6.7
2125,CVE-2022-20066,4.4
2126,CVE-2022-20067,6.7
2127,CVE-2022-20068,6.7
2128,CVE-2022-20069,6.6
2129,CVE-2022-20070,6.7
2130,CVE-2022-20071,6.7
2131,CVE-2022-20072,6.7
2132,CVE-2022-20073,6.6
2133,CVE-2022-20074,6.6
2134,CVE-2022-20075,6.7
2135,CVE-2022-20076,4.4
2136,CVE-2022-20077,6.4
2137,CVE-2022-20078,6.4
2138,CVE-2022-20079,4.4
2139,CVE-2022-20080,6.4
2140,CVE-2022-20081,5.9
2141,CVE-2022-20082,7.0
2142,CVE-2022-20083,9.8
2143,CVE-2022-20084,7.8
2144,CVE-2022-20085,6.7
2145,CVE-2022-20087,6.7
2146,CVE-2022-20088,7.8
2147,CVE-2022-20089,6.7
2148,CVE-2022-20090,6.4
2149,CVE-2022-20091,6.4
2150,CVE-2022-20092,5.5
2151,CVE-2022-20093,7.8
2152,CVE-2022-20094,6.7
2153,CVE-2022-20095,6.7
2154,CVE-2022-20096,4.4
2155,CVE-2022-20097,4.7
2156,CVE-2022-20098,4.4
2157,CVE-2022-20099,7.8
2158,CVE-2022-20100,4.4
2159,CVE-2022-20101,5.5
2160,CVE-2022-20102,4.4
2161,CVE-2022-20103,4.4
2162,CVE-2022-20104,5.5
2163,CVE-2022-20105,6.7
2164,CVE-2022-20106,6.7
2165,CVE-2022-20107,4.4
2166,CVE-2022-20108,6.7
2167,CVE-2022-20109,7.8
2168,CVE-2022-20110,7.0
2169,CVE-2022-20111,8.4
2170,CVE-2022-2053,7.5
2171,CVE-2022-20866,7.5
2172,CVE-2022-20918,7.5
2173,CVE-2022-2108,5.3
2174,CVE-2022-21149,3.5
2175,CVE-2022-21248,3.7
2176,CVE-2022-21271,5.3
2177,CVE-2022-21277,5.3
2178,CVE-2022-21282,5.3
2179,CVE-2022-21283,5.3
2180,CVE-2022-21291,5.3
2181,CVE-2022-21293,5.3
2182,CVE-2022-21294,5.3
2183,CVE-2022-21296,5.3
2184,CVE-2022-21299,5.3
2185,CVE-2022-21305,5.3
2186,CVE-2022-21340,5.3
2187,CVE-2022-21341,5.3
2188,CVE-2022-21349,5.3
2189,CVE-2022-21360,5.3
2190,CVE-2022-21365,5.3
2191,CVE-2022-21366,5.3
2192,CVE-2022-21426,5.3
2193,CVE-2022-21434,5.3
2194,CVE-2022-21443,3.7
2195,CVE-2022-21449,7.5
2196,CVE-2022-21476,7.5
2197,CVE-2022-21496,5.3
2198,CVE-2022-2153,5.5
2199,CVE-2022-21540,5.3
2200,CVE-2022-21541,5.9
2201,CVE-2022-21549,5.3
2202,CVE-2022-21551,6.8
2203,CVE-2022-21618,5.3
2204,CVE-2022-21619,3.7
2205,CVE-2022-21624,3.7
2206,CVE-2022-21626,5.3
2207,CVE-2022-21628,5.3
2208,CVE-2022-21675,7.8
2209,CVE-2022-21743,7.8
2210,CVE-2022-21744,9.8
2211,CVE-2022-21745,8.8
2212,CVE-2022-21746,4.4
2213,CVE-2022-21747,4.4
2214,CVE-2022-21748,5.5
2215,CVE-2022-21749,5.5
2216,CVE-2022-21750,6.7
2217,CVE-2022-21751,6.7
2218,CVE-2022-21752,6.7
2219,CVE-2022-21753,6.7
2220,CVE-2022-21754,6.7
2221,CVE-2022-21755,4.4
2222,CVE-2022-21756,4.4
2223,CVE-2022-21757,7.5
2224,CVE-2022-21758,6.7
2225,CVE-2022-21759,6.7
2226,CVE-2022-21760,4.4
2227,CVE-2022-21761,4.4
2228,CVE-2022-21762,4.4
2229,CVE-2022-21763,5.5
2230,CVE-2022-21764,5.5
2231,CVE-2022-21765,6.7
2232,CVE-2022-21766,6.7
2233,CVE-2022-21767,8.8
2234,CVE-2022-21768,8.8
2235,CVE-2022-21769,4.4
2236,CVE-2022-21770,6.7
2237,CVE-2022-21771,6.7
2238,CVE-2022-21772,6.7
2239,CVE-2022-21773,6.7
2240,CVE-2022-21774,6.7
2241,CVE-2022-21775,6.7
2242,CVE-2022-21776,6.4
2243,CVE-2022-21777,7.8
2244,CVE-2022-21778,6.7
2245,CVE-2022-21779,6.7
2246,CVE-2022-21780,6.7
2247,CVE-2022-21781,6.7
2248,CVE-2022-21782,6.7
2249,CVE-2022-21783,6.7
2250,CVE-2022-21784,6.7
2251,CVE-2022-21785,6.7
2252,CVE-2022-21786,6.7
2253,CVE-2022-21787,6.7
2254,CVE-2022-21788,6.7
2255,CVE-2022-21789,6.4
2256,CVE-2022-21790,4.4
2257,CVE-2022-21791,4.4
2258,CVE-2022-21792,6.7
2259,CVE-2022-21818,5.4
2260,CVE-2022-2192,8.8
2261,CVE-2022-2197,9.8
2262,CVE-2022-22054,6.5
2263,CVE-2022-22055,9.8
2264,CVE-2022-22056,9.8
2265,CVE-2022-22110,7.5
2266,CVE-2022-22111,8.8
2267,CVE-2022-22116,5.4
2268,CVE-2022-22123,5.4
2269,CVE-2022-22124,5.4
2270,CVE-2022-22125,4.8
2271,CVE-2022-22128,9.8
2272,CVE-2022-22150,8.8
2273,CVE-2022-22262,7.7
2274,CVE-2022-2233,8.8
2275,CVE-2022-22570,10.0
2276,CVE-2022-22656,3.3
2277,CVE-2022-22727,8.8
2278,CVE-2022-22779,3.7
2279,CVE-2022-22781,7.5
2280,CVE-2022-22789,7.8
2281,CVE-2022-22792,7.5
2282,CVE-2022-22796,9.8
2283,CVE-2022-22797,6.1
2284,CVE-2022-22798,8.8
2285,CVE-2022-22811,8.1
2286,CVE-2022-22934,8.8
2287,CVE-2022-2297,8.8
2288,CVE-2022-23001,5.3
2289,CVE-2022-23036,7.0
2290,CVE-2022-23037,7.0
2291,CVE-2022-23038,7.0
2292,CVE-2022-23039,7.0
2293,CVE-2022-23040,7.0
2294,CVE-2022-23041,7.0
2295,CVE-2022-23042,7.0
2296,CVE-2022-23067,8.8
2297,CVE-2022-23139,8.8
2298,CVE-2022-23165,6.1
2299,CVE-2022-23463,9.8
2300,CVE-2022-23464,7.5
2301,CVE-2022-23474,6.1
2302,CVE-2022-23486,7.5
2303,CVE-2022-23498,8.8
2304,CVE-2022-23527,6.1
2305,CVE-2022-23539,8.1
2306,CVE-2022-23540,7.6
2307,CVE-2022-23554,5.4
2308,CVE-2022-23656,5.4
2309,CVE-2022-23685,8.8
2310,CVE-2022-23692,8.8
2311,CVE-2022-23693,8.8
2312,CVE-2022-23694,8.8
2313,CVE-2022-23695,8.8
2314,CVE-2022-23696,8.8
2315,CVE-2022-23710,6.1
2316,CVE-2022-23713,6.1
2317,CVE-2022-23722,6.5
2318,CVE-2022-23763,8.8
2319,CVE-2022-23767,9.8
2320,CVE-2022-23831,7.5
2321,CVE-2022-23970,8.1
2322,CVE-2022-23971,8.1
2323,CVE-2022-23972,8.8
2324,CVE-2022-23973,8.8
2325,CVE-2022-2433,8.8
2326,CVE-2022-2435,8.8
2327,CVE-2022-2437,9.8
2328,CVE-2022-24397,6.1
2329,CVE-2022-2442,7.2
2330,CVE-2022-24551,8.8
2331,CVE-2022-24552,9.8
2332,CVE-2022-24712,8.8
2333,CVE-2022-2473,4.8
2334,CVE-2022-24734,7.2
2335,CVE-2022-24737,6.5
2336,CVE-2022-24761,7.5
2337,CVE-2022-24768,8.8
2338,CVE-2022-24791,9.8
2339,CVE-2022-24801,8.1
2340,CVE-2022-24803,9.8
2341,CVE-2022-2482,8.8
2342,CVE-2022-24844,8.8
2343,CVE-2022-24864,5.4
2344,CVE-2022-24917,4.4
2345,CVE-2022-24918,4.4
2346,CVE-2022-24919,4.4
2347,CVE-2022-2513,5.5
2348,CVE-2022-25160,5.9
2349,CVE-2022-2517,5.4
2350,CVE-2022-25231,7.5
2351,CVE-2022-25237,9.8
2352,CVE-2022-25251,9.8
2353,CVE-2022-25304,7.5
2354,CVE-2022-25594,5.3
2355,CVE-2022-25596,8.8
2356,CVE-2022-25597,8.8
2357,CVE-2022-25842,9.8
2358,CVE-2022-25852,7.5
2359,CVE-2022-25885,7.5
2360,CVE-2022-25892,7.5
2361,CVE-2022-25894,9.8
2362,CVE-2022-26137,8.8
2363,CVE-2022-26305,7.5
2364,CVE-2022-26355,4.4
2365,CVE-2022-26358,7.8
2366,CVE-2022-26359,7.8
2367,CVE-2022-26360,7.8
2368,CVE-2022-26361,7.8
2369,CVE-2022-26362,6.4
2370,CVE-2022-26365,7.1
2371,CVE-2022-26387,7.5
2372,CVE-2022-2640,7.5
2373,CVE-2022-2641,9.8
2374,CVE-2022-2642,7.5
2375,CVE-2022-26426,6.7
2376,CVE-2022-26427,6.7
2377,CVE-2022-26428,6.4
2378,CVE-2022-26429,7.8
2379,CVE-2022-26430,6.7
2380,CVE-2022-26431,6.7
2381,CVE-2022-26432,6.7
2382,CVE-2022-26433,6.7
2383,CVE-2022-26434,6.7
2384,CVE-2022-26435,6.7
2385,CVE-2022-26436,4.4
2386,CVE-2022-26437,9.8
2387,CVE-2022-26438,6.7
2388,CVE-2022-26439,6.7
2389,CVE-2022-26440,6.7
2390,CVE-2022-26441,6.7
2391,CVE-2022-26442,6.7
2392,CVE-2022-26443,6.7
2393,CVE-2022-26444,6.7
2394,CVE-2022-26445,6.7
2395,CVE-2022-26446,7.5
2396,CVE-2022-26447,9.8
2397,CVE-2022-26448,6.7
2398,CVE-2022-26449,6.7
2399,CVE-2022-26450,6.4
2400,CVE-2022-26451,6.7
2401,CVE-2022-26452,6.7
2402,CVE-2022-26453,6.7
2403,CVE-2022-26454,6.7
2404,CVE-2022-26455,6.7
2405,CVE-2022-26456,4.4
2406,CVE-2022-26457,6.7
2407,CVE-2022-26458,6.7
2408,CVE-2022-26459,4.4
2409,CVE-2022-26460,6.7
2410,CVE-2022-26461,6.7
2411,CVE-2022-26462,4.4
2412,CVE-2022-26463,4.4
2413,CVE-2022-26464,6.7
2414,CVE-2022-26465,6.7
2415,CVE-2022-26466,6.7
2416,CVE-2022-26467,6.7
2417,CVE-2022-26468,6.6
2418,CVE-2022-26469,7.8
2419,CVE-2022-26470,6.7
2420,CVE-2022-26471,7.8
2421,CVE-2022-26472,7.8
2422,CVE-2022-26473,6.7
2423,CVE-2022-26474,6.7
2424,CVE-2022-26475,6.7
2425,CVE-2022-26520,9.8
2426,CVE-2022-26527,6.5
2427,CVE-2022-26528,6.5
2428,CVE-2022-26529,6.5
2429,CVE-2022-26671,7.3
2430,CVE-2022-26947,5.4
2431,CVE-2022-2695,5.4
2432,CVE-2022-26951,6.1
2433,CVE-2022-26959,9.8
2434,CVE-2022-27002,9.8
2435,CVE-2022-2716,5.4
2436,CVE-2022-2717,4.9
2437,CVE-2022-2718,4.9
2438,CVE-2022-2758,5.9
2439,CVE-2022-27628,6.5
2440,CVE-2022-27674,7.5
2441,CVE-2022-27677,7.8
2442,CVE-2022-28199,8.6
2443,CVE-2022-28214,7.8
2444,CVE-2022-28217,6.5
2445,CVE-2022-28321,9.8
2446,CVE-2022-2873,5.5
2447,CVE-2022-2897,7.8
2448,CVE-2022-2898,5.5
2449,CVE-2022-29170,8.5
2450,CVE-2022-29227,7.5
2451,CVE-2022-29228,7.5
2452,CVE-2022-29229,7.2
2453,CVE-2022-29245,5.9
2454,CVE-2022-2934,5.4
2455,CVE-2022-2943,4.9
2456,CVE-2022-2945,2.7
2457,CVE-2022-29539,9.8
2458,CVE-2022-29550,5.5
2459,CVE-2022-29581,7.8
2460,CVE-2022-29582,7.0
2461,CVE-2022-2961,7.0
2462,CVE-2022-29618,6.1
2463,CVE-2022-2964,7.8
2464,CVE-2022-2970,9.8
2465,CVE-2022-2971,7.5
2466,CVE-2022-2972,9.8
2467,CVE-2022-2973,7.5
2468,CVE-2022-29835,5.3
2469,CVE-2022-2988,7.5
2470,CVE-2022-29942,6.5
2471,CVE-2022-29943,6.5
2472,CVE-2022-3001,7.5
2473,CVE-2022-30105,9.8
2474,CVE-2022-30117,9.1
2475,CVE-2022-30278,6.1
2476,CVE-2022-3029,7.5
2477,CVE-2022-30313,7.5
2478,CVE-2022-30544,8.8
2479,CVE-2022-30562,4.7
2480,CVE-2022-30618,7.5
2481,CVE-2022-3077,5.5
2482,CVE-2022-31030,5.5
2483,CVE-2022-31053,9.8
2484,CVE-2022-31059,5.4
2485,CVE-2022-31089,7.5
2486,CVE-2022-31197,8.0
2487,CVE-2022-3139,4.8
2488,CVE-2022-3140,6.3
2489,CVE-2022-3144,4.8
2490,CVE-2022-31590,7.8
2491,CVE-2022-31595,8.8
2492,CVE-2022-31648,6.1
2493,CVE-2022-3184,9.8
2494,CVE-2022-3186,7.5
2495,CVE-2022-3188,5.3
2496,CVE-2022-32171,5.4
2497,CVE-2022-32172,5.4
2498,CVE-2022-32177,9.0
2499,CVE-2022-32249,7.5
2500,CVE-2022-32268,8.8
2501,CVE-2022-32275,7.5
2502,CVE-2022-3238,7.8
2503,CVE-2022-32456,9.8
2504,CVE-2022-32515,9.8
2505,CVE-2022-32517,6.5
2506,CVE-2022-32537,4.8
2507,CVE-2022-32589,7.5
2508,CVE-2022-32590,6.7
2509,CVE-2022-32591,7.5
2510,CVE-2022-32592,6.7
2511,CVE-2022-32593,6.7
2512,CVE-2022-32594,6.7
2513,CVE-2022-32595,4.4
2514,CVE-2022-32596,6.7
2515,CVE-2022-32597,6.7
2516,CVE-2022-32598,6.7
2517,CVE-2022-32601,7.8
2518,CVE-2022-32602,5.5
2519,CVE-2022-32603,6.7
2520,CVE-2022-32605,6.7
2521,CVE-2022-32607,6.7
